date,city,latitude,longitude,temperature_c,temperature_max_c,temperature_min_c,humidite_pct,pluie_mm,precipitation_totale_mm,vitesse_vent_max_kmh,code_meteo_dominant,etat_olivier,action_recommandee
2024-07-11,Sousse,35.817223,10.567742,29.35,35.1,23.6,55,0.0,0.0,16.9,0,Stress Chaleur,Ombrage/Rafraîchissement
2024-07-12,Sousse,35.817223,10.567742,27.75,34.6,20.9,53,0.0,0.0,18.6,0,État Sain,Ne rien faire
2024-07-13,Sousse,35.817223,10.567742,30.1,35.6,24.6,52,0.0,0.0,20.9,0,Stress Chaleur,Ombrage/Rafraîchissement
2024-07-14,Sousse,35.817223,10.567742,32.099999999999994,40.3,23.9,57,0.0,0.0,28.0,0,Stress Chaleur,Ombrage/Rafraîchissement
2024-07-15,Sousse,35.817223,10.567742,29.6,34.7,24.5,60,0.0,0.0,15.1,1,État Sain,Ne rien faire
2024-07-16,Sousse,35.817223,10.567742,29.85,36.6,23.1,54,0.0,0.0,14.1,0,Stress Chaleur,Ombrage/Rafraîchissement
2024-07-17,Sousse,35.817223,10.567742,29.6,35.5,23.7,56,0.0,0.0,15.2,0,Stress Chaleur,Ombrage/Rafraîchissement
2024-07-18,Sousse,35.817223,10.567742,29.15,35.8,22.5,61,0.0,0.0,16.4,0,Stress Chaleur,Ombrage/Rafraîchissement
2024-07-19,Sousse,35.817223,10.567742,29.3,35.6,23.0,60,0.0,0.0,13.7,0,Stress Chaleur,Ombrage/Rafraîchissement
2024-07-20,Sousse,35.817223,10.567742,30.6,38.8,22.4,47,0.0,0.0,20.2,0,Stress Chaleur,Ombrage/Rafraîchissement
2024-07-21,Sousse,35.817223,10.567742,32.8,40.1,25.5,36,0.0,0.0,20.9,1,Stress Chaleur,Ombrage/Rafraîchissement
2024-07-22,Sousse,35.817223,10.567742,30.700000000000003,35.7,25.7,45,0.0,0.0,25.3,0,Stress Chaleur,Ombrage/Rafraîchissement
2024-07-23,Sousse,35.817223,10.567742,29.0,34.0,24.0,50,0.0,0.0,26.0,1,État Sain,Ne rien faire
2024-07-24,Sousse,35.817223,10.567742,29.05,34.6,23.5,53,0.0,0.0,18.6,0,État Sain,Ne rien faire
2024-07-25,Sousse,35.817223,10.567742,29.35,35.7,23.0,45,0.0,0.0,19.9,0,Stress Chaleur,Ombrage/Rafraîchissement
2024-07-26,Sousse,35.817223,10.567742,28.25,33.8,22.7,57,0.0,0.0,22.4,0,État Sain,Ne rien faire
2024-07-27,Sousse,35.817223,10.567742,27.450000000000003,32.2,22.7,73,0.0,0.0,23.4,0,État Sain,Ne rien faire
2024-07-28,Sousse,35.817223,10.567742,27.2,32.4,22.0,70,0.0,0.0,21.4,1,État Sain,Ne rien faire
2024-07-29,Sousse,35.817223,10.567742,28.700000000000003,35.2,22.2,56,0.0,0.0,16.3,0,Stress Chaleur,Ombrage/Rafraîchissement
2024-07-30,Sousse,35.817223,10.567742,29.15,35.9,22.4,45,0.0,0.0,16.2,0,Stress Chaleur,Ombrage/Rafraîchissement
2024-07-31,Sousse,35.817223,10.567742,30.2,37.9,22.5,54,0.0,0.0,17.8,0,Stress Chaleur,Ombrage/Rafraîchissement
2024-08-01,Sousse,35.817223,10.567742,30.65,38.1,23.2,48,0.0,0.0,20.0,0,Stress Chaleur,Ombrage/Rafraîchissement
2024-08-02,Sousse,35.817223,10.567742,34.8,42.9,26.7,34,0.0,0.0,19.9,0,Stress Chaleur,Ombrage/Rafraîchissement
2024-08-03,Sousse,35.817223,10.567742,31.05,34.8,27.3,48,0.0,0.0,22.0,3,État Sain,Ne rien faire
2024-08-04,Sousse,35.817223,10.567742,30.8,36.2,25.4,49,0.0,0.0,23.0,0,Stress Chaleur,Ombrage/Rafraîchissement
2024-08-05,Sousse,35.817223,10.567742,28.35,33.2,23.5,59,0.0,0.0,17.4,0,État Sain,Ne rien faire
2024-08-06,Sousse,35.817223,10.567742,27.65,32.6,22.7,68,0.0,0.0,14.2,1,État Sain,Ne rien faire
2024-08-07,Sousse,35.817223,10.567742,27.55,32.5,22.6,73,0.0,0.0,15.9,1,État Sain,Ne rien faire
2024-08-08,Sousse,35.817223,10.567742,28.25,34.6,21.9,68,0.0,0.0,13.4,3,État Sain,Ne rien faire
2024-08-09,Sousse,35.817223,10.567742,29.3,36.7,21.9,62,0.0,0.0,14.7,3,Stress Chaleur,Ombrage/Rafraîchissement
2024-08-10,Sousse,35.817223,10.567742,28.65,34.3,23.0,68,0.0,0.0,15.9,0,État Sain,Ne rien faire
2024-08-11,Sousse,35.817223,10.567742,28.55,34.3,22.8,71,0.0,0.0,23.9,3,État Sain,Ne rien faire
2024-08-12,Sousse,35.817223,10.567742,31.950000000000003,39.6,24.3,52,0.0,0.0,22.6,1,Stress Chaleur,Ombrage/Rafraîchissement
2024-08-13,Sousse,35.817223,10.567742,32.400000000000006,39.2,25.6,50,0.0,0.0,19.6,1,Stress Chaleur,Ombrage/Rafraîchissement
2024-08-14,Sousse,35.817223,10.567742,31.7,38.4,25.0,55,0.0,0.0,19.6,3,Stress Chaleur,Ombrage/Rafraîchissement
2024-08-15,Sousse,35.817223,10.567742,30.7,36.3,25.1,51,0.0,0.0,21.0,3,Stress Chaleur,Ombrage/Rafraîchissement
2024-08-16,Sousse,35.817223,10.567742,30.85,36.5,25.2,49,0.0,0.0,23.0,3,Stress Chaleur,Ombrage/Rafraîchissement
2024-08-17,Sousse,35.817223,10.567742,30.8,36.6,25.0,64,0.7,0.7,20.9,51,Stress Chaleur,Ombrage/Rafraîchissement
2024-08-18,Sousse,35.817223,10.567742,28.700000000000003,32.6,24.8,64,0.5,0.5,17.3,51,État Sain,Ne rien faire
2024-08-19,Sousse,35.817223,10.567742,28.1,33.4,22.8,61,1.0,1.0,15.2,51,État Sain,Ne rien faire
2024-08-20,Sousse,35.817223,10.567742,28.4,34.1,22.7,54,0.0,0.0,20.5,3,État Sain,Ne rien faire
2024-08-21,Sousse,35.817223,10.567742,28.200000000000003,33.6,22.8,55,0.0,0.0,17.2,2,État Sain,Ne rien faire
2024-08-22,Sousse,35.817223,10.567742,27.65,33.1,22.2,55,0.0,0.0,17.2,3,État Sain,Ne rien faire
2024-08-23,Sousse,35.817223,10.567742,26.5,32.3,20.7,58,0.0,0.0,13.8,2,État Sain,Ne rien faire
2024-08-24,Sousse,35.817223,10.567742,26.65,31.6,21.7,69,0.0,0.0,18.8,3,État Sain,Ne rien faire
2024-08-25,Sousse,35.817223,10.567742,29.55,36.4,22.7,60,0.0,0.0,20.1,1,Stress Chaleur,Ombrage/Rafraîchissement
2024-08-26,Sousse,35.817223,10.567742,28.65,33.6,23.7,66,0.0,0.0,12.9,3,État Sain,Ne rien faire
2024-08-27,Sousse,35.817223,10.567742,28.25,33.8,22.7,60,0.0,0.0,16.7,2,État Sain,Ne rien faire
2024-08-28,Sousse,35.817223,10.567742,27.3,31.3,23.3,64,0.0,0.0,19.5,3,État Sain,Ne rien faire
2024-08-29,Sousse,35.817223,10.567742,26.15,31.0,21.3,73,0.0,0.0,15.7,0,État Sain,Ne rien faire
2024-08-30,Sousse,35.817223,10.567742,27.25,32.4,22.1,70,0.2,0.2,21.6,51,État Sain,Ne rien faire
2024-08-31,Sousse,35.817223,10.567742,28.8,34.7,22.9,61,0.0,0.0,22.0,3,État Sain,Ne rien faire
2024-09-01,Sousse,35.817223,10.567742,30.25,35.8,24.7,60,1.2,1.2,17.0,55,Stress Chaleur,Ombrage/Rafraîchissement
2024-09-02,Sousse,35.817223,10.567742,31.8,39.1,24.5,56,0.1,0.1,18.5,51,Stress Chaleur,Ombrage/Rafraîchissement
2024-09-03,Sousse,35.817223,10.567742,32.3,39.3,25.3,52,0.0,0.0,17.7,3,Stress Chaleur,Ombrage/Rafraîchissement
2024-09-04,Sousse,35.817223,10.567742,32.9,39.1,26.7,46,1.6,1.6,18.6,61,Stress Chaleur,Ombrage/Rafraîchissement
2024-09-05,Sousse,35.817223,10.567742,29.55,34.4,24.7,57,0.0,0.0,18.4,3,État Sain,Ne rien faire
2024-09-06,Sousse,35.817223,10.567742,31.0,37.3,24.7,63,0.0,0.0,20.0,3,Stress Chaleur,Ombrage/Rafraîchissement
2024-09-07,Sousse,35.817223,10.567742,32.25,37.8,26.7,58,2.4,2.4,19.6,55,Stress Chaleur,Ombrage/Rafraîchissement
2024-09-08,Sousse,35.817223,10.567742,32.05,38.0,26.1,59,0.0,0.0,20.9,3,Stress Chaleur,Ombrage/Rafraîchissement
2024-09-09,Sousse,35.817223,10.567742,29.4,33.9,24.9,55,0.7,0.7,21.8,53,État Sain,Ne rien faire
2024-09-10,Sousse,35.817223,10.567742,26.95,30.9,23.0,52,0.0,0.0,29.5,3,État Sain,Ne rien faire
2024-09-11,Sousse,35.817223,10.567742,26.4,31.8,21.0,57,0.1,0.1,16.1,51,État Sain,Ne rien faire
2024-09-12,Sousse,35.817223,10.567742,26.1,31.4,20.8,56,5.8,5.8,14.7,63,État Sain,Ne rien faire
2024-09-13,Sousse,35.817223,10.567742,25.7,30.2,21.2,62,0.7,0.7,25.5,51,État Sain,Ne rien faire
2024-09-14,Sousse,35.817223,10.567742,24.0,28.2,19.8,43,0.0,0.0,23.4,2,État Sain,Ne rien faire
2024-09-15,Sousse,35.817223,10.567742,21.950000000000003,26.6,17.3,49,0.0,0.0,20.9,3,État Sain,Ne rien faire
2024-09-16,Sousse,35.817223,10.567742,23.95,29.9,18.0,54,0.0,0.0,20.1,3,État Sain,Ne rien faire
2024-09-17,Sousse,35.817223,10.567742,24.2,29.9,18.5,64,0.4,0.4,23.3,51,État Sain,Ne rien faire
2024-09-18,Sousse,35.817223,10.567742,23.25,26.6,19.9,80,0.7,0.7,14.1,51,État Sain,Ne rien faire
2024-09-19,Sousse,35.817223,10.567742,22.4,26.4,18.4,85,2.9,2.9,12.1,61,Risque de Maladie,Surveillance Accrue
2024-09-20,Sousse,35.817223,10.567742,22.3,25.7,18.9,81,0.9,0.9,14.3,51,Risque de Maladie,Surveillance Accrue
2024-09-21,Sousse,35.817223,10.567742,23.7,29.2,18.2,73,0.0,0.0,13.3,3,État Sain,Ne rien faire
2024-09-22,Sousse,35.817223,10.567742,26.7,31.7,21.7,74,0.5,0.5,14.8,51,État Sain,Ne rien faire
2024-09-23,Sousse,35.817223,10.567742,22.55,24.8,20.3,90,24.1,24.1,17.1,63,Risque Fongique,Traitement Préventif
2024-09-24,Sousse,35.817223,10.567742,24.05,29.2,18.9,75,0.3,0.3,15.4,51,Risque Fongique,Traitement Préventif
2024-09-25,Sousse,35.817223,10.567742,26.9,31.8,22.0,69,0.1,0.1,15.9,51,Risque Fongique,Traitement Préventif
2024-09-26,Sousse,35.817223,10.567742,27.65,33.9,21.4,63,0.0,0.0,21.0,3,État Sain,Ne rien faire
2024-09-27,Sousse,35.817223,10.567742,28.1,34.0,22.2,63,0.0,0.0,16.2,2,État Sain,Ne rien faire
2024-09-28,Sousse,35.817223,10.567742,25.450000000000003,29.6,21.3,73,13.7,13.7,18.8,65,Risque Fongique,Traitement Préventif
2024-09-29,Sousse,35.817223,10.567742,23.2,26.4,20.0,53,0.0,0.0,20.3,3,Risque Fongique,Traitement Préventif
2024-09-30,Sousse,35.817223,10.567742,20.950000000000003,25.8,16.1,64,0.0,0.0,12.7,0,Risque Fongique,Traitement Préventif
2024-10-01,Sousse,35.817223,10.567742,23.700000000000003,30.8,16.6,68,0.0,0.0,17.4,0,État Sain,Ne rien faire
2024-10-02,Sousse,35.817223,10.567742,26.1,31.0,21.2,76,0.0,0.0,14.6,2,État Sain,Ne rien faire
2024-10-03,Sousse,35.817223,10.567742,28.05,35.6,20.5,67,0.0,0.0,27.8,3,Stress Chaleur,Ombrage/Rafraîchissement
2024-10-04,Sousse,35.817223,10.567742,22.6,26.3,18.9,59,0.1,0.1,19.5,51,État Sain,Ne rien faire
2024-10-05,Sousse,35.817223,10.567742,21.0,25.1,16.9,69,0.0,0.0,16.7,3,État Sain,Ne rien faire
2024-10-06,Sousse,35.817223,10.567742,22.55,28.6,16.5,72,0.0,0.0,17.1,3,État Sain,Ne rien faire
2024-10-07,Sousse,35.817223,10.567742,26.15,31.7,20.6,71,0.0,0.0,22.7,3,État Sain,Ne rien faire
2024-10-08,Sousse,35.817223,10.567742,27.700000000000003,32.7,22.7,70,0.0,0.0,22.5,3,État Sain,Ne rien faire
2024-10-09,Sousse,35.817223,10.567742,24.8,29.2,20.4,68,0.0,0.0,17.9,3,État Sain,Ne rien faire
2024-10-10,Sousse,35.817223,10.567742,28.1,33.6,22.6,62,0.0,0.0,21.1,3,État Sain,Ne rien faire
2024-10-11,Sousse,35.817223,10.567742,24.3,26.8,21.8,67,0.0,0.0,16.2,3,État Sain,Ne rien faire
2024-10-12,Sousse,35.817223,10.567742,23.15,27.0,19.3,71,0.0,0.0,18.1,3,État Sain,Ne rien faire
2024-10-13,Sousse,35.817223,10.567742,25.95,32.3,19.6,64,0.0,0.0,15.5,3,État Sain,Ne rien faire
2024-10-14,Sousse,35.817223,10.567742,27.75,34.2,21.3,62,0.0,0.0,14.8,3,État Sain,Ne rien faire
2024-10-15,Sousse,35.817223,10.567742,26.55,32.1,21.0,73,0.0,0.0,20.0,3,État Sain,Ne rien faire
2024-10-16,Sousse,35.817223,10.567742,25.65,31.1,20.2,75,0.6,0.6,17.8,51,État Sain,Ne rien faire
2024-10-17,Sousse,35.817223,10.567742,26.200000000000003,30.8,21.6,77,0.6,0.6,19.3,51,État Sain,Ne rien faire
2024-10-18,Sousse,35.817223,10.567742,21.1,23.7,18.5,87,10.8,10.8,27.2,63,Risque Fongique,Traitement Préventif
2024-10-19,Sousse,35.817223,10.567742,20.1,23.8,16.4,68,0.2,0.2,22.4,51,Risque Fongique,Traitement Préventif
2024-10-20,Sousse,35.817223,10.567742,20.1,24.1,16.1,69,0.4,0.4,20.4,51,Risque Fongique,Traitement Préventif
2024-10-21,Sousse,35.817223,10.567742,19.65,23.3,16.0,82,5.0,5.0,13.3,61,État Sain,Ne rien faire
2024-10-22,Sousse,35.817223,10.567742,20.5,23.0,18.0,92,21.4,21.4,19.7,63,Risque Fongique,Traitement Préventif
2024-10-23,Sousse,35.817223,10.567742,21.1,24.5,17.7,89,9.0,9.0,12.8,63,Risque Fongique,Traitement Préventif
2024-10-24,Sousse,35.817223,10.567742,23.05,26.5,19.6,80,0.0,0.0,18.0,3,Risque Fongique,Traitement Préventif
2024-10-25,Sousse,35.817223,10.567742,22.75,26.3,19.2,73,0.0,0.0,18.9,3,État Sain,Ne rien faire
2024-10-26,Sousse,35.817223,10.567742,22.9,26.4,19.4,75,8.4,8.4,21.8,63,État Sain,Ne rien faire
2024-10-27,Sousse,35.817223,10.567742,23.0,26.6,19.4,79,0.8,0.8,22.9,53,État Sain,Ne rien faire
2024-10-28,Sousse,35.817223,10.567742,24.05,26.2,21.9,79,0.7,0.7,24.5,51,État Sain,Ne rien faire
2024-10-29,Sousse,35.817223,10.567742,22.950000000000003,25.8,20.1,80,0.3,0.3,18.4,51,État Sain,Ne rien faire
2024-10-30,Sousse,35.817223,10.567742,22.6,26.9,18.3,84,0.0,0.0,17.9,3,Risque de Maladie,Surveillance Accrue
2024-10-31,Sousse,35.817223,10.567742,22.75,27.0,18.5,82,0.3,0.3,15.9,51,Risque de Maladie,Surveillance Accrue
2024-11-01,Sousse,35.817223,10.567742,22.25,25.7,18.8,82,0.5,0.5,19.9,51,Risque de Maladie,Surveillance Accrue
2024-11-02,Sousse,35.817223,10.567742,21.75,25.9,17.6,77,0.0,0.0,15.7,0,État Sain,Ne rien faire
2024-11-03,Sousse,35.817223,10.567742,20.6,25.3,15.9,79,0.0,0.0,16.6,2,État Sain,Ne rien faire
2024-11-04,Sousse,35.817223,10.567742,21.35,26.4,16.3,77,0.0,0.0,11.3,2,État Sain,Ne rien faire
2024-11-05,Sousse,35.817223,10.567742,21.95,27.0,16.9,74,0.0,0.0,12.6,2,État Sain,Ne rien faire
2024-11-06,Sousse,35.817223,10.567742,20.5,24.6,16.4,88,3.5,3.5,16.1,61,Risque de Maladie,Surveillance Accrue
2024-11-07,Sousse,35.817223,10.567742,19.55,23.4,15.7,89,13.9,13.9,16.3,65,Risque Fongique,Traitement Préventif
2024-11-08,Sousse,35.817223,10.567742,19.05,23.3,14.8,84,0.8,0.8,13.4,51,Risque Fongique,Traitement Préventif
2024-11-09,Sousse,35.817223,10.567742,18.9,23.0,14.8,89,1.2,1.2,9.8,55,Risque Fongique,Traitement Préventif
2024-11-10,Sousse,35.817223,10.567742,18.2,21.4,15.0,90,4.6,4.6,9.0,61,État Sain,Ne rien faire
2024-11-11,Sousse,35.817223,10.567742,17.65,22.0,13.3,82,0.1,0.1,14.5,51,État Sain,Ne rien faire
2024-11-12,Sousse,35.817223,10.567742,18.15,22.7,13.6,75,0.0,0.0,15.4,2,État Sain,Ne rien faire
2024-11-13,Sousse,35.817223,10.567742,17.55,23.0,12.1,71,0.0,0.0,11.9,3,État Sain,Ne rien faire
2024-11-14,Sousse,35.817223,10.567742,18.85,25.3,12.4,64,0.0,0.0,12.1,1,État Sain,Ne rien faire
2024-11-15,Sousse,35.817223,10.567742,18.65,23.3,14.0,73,0.4,0.4,19.3,51,État Sain,Ne rien faire
2024-11-16,Sousse,35.817223,10.567742,16.7,20.2,13.2,72,0.0,0.0,9.0,0,État Sain,Ne rien faire
2024-11-17,Sousse,35.817223,10.567742,18.15,25.2,11.1,74,0.0,0.0,7.7,0,État Sain,Ne rien faire
2024-11-18,Sousse,35.817223,10.567742,17.2,22.7,11.7,67,0.4,0.4,9.7,51,État Sain,Ne rien faire
2024-11-19,Sousse,35.817223,10.567742,18.9,24.5,13.3,72,0.0,0.0,13.4,3,État Sain,Ne rien faire
2024-11-20,Sousse,35.817223,10.567742,19.85,25.6,14.1,65,0.1,0.1,15.6,51,État Sain,Ne rien faire
2024-11-21,Sousse,35.817223,10.567742,19.45,23.2,15.7,60,0.0,0.0,16.4,3,État Sain,Ne rien faire
2024-11-22,Sousse,35.817223,10.567742,19.6,24.7,14.5,55,0.0,0.0,23.0,3,État Sain,Ne rien faire
2024-11-23,Sousse,35.817223,10.567742,15.75,18.9,12.6,60,0.0,0.0,19.2,2,État Sain,Ne rien faire
2024-11-24,Sousse,35.817223,10.567742,14.75,20.3,9.2,72,0.0,0.0,10.8,3,État Sain,Ne rien faire
2024-11-25,Sousse,35.817223,10.567742,18.0,21.9,14.1,77,0.0,0.0,14.8,1,État Sain,Ne rien faire
2024-11-26,Sousse,35.817223,10.567742,17.1,21.9,12.3,69,0.0,0.0,14.1,2,État Sain,Ne rien faire
2024-11-27,Sousse,35.817223,10.567742,15.45,22.4,8.5,74,0.0,0.0,8.9,3,État Sain,Ne rien faire
2024-11-28,Sousse,35.817223,10.567742,14.85,20.8,8.9,79,0.0,0.0,7.9,3,État Sain,Ne rien faire
2024-11-29,Sousse,35.817223,10.567742,16.75,20.7,12.8,81,0.5,0.5,10.6,51,État Sain,Ne rien faire
2024-11-30,Sousse,35.817223,10.567742,15.6,19.4,11.8,69,0.2,0.2,21.8,51,État Sain,Ne rien faire
2024-12-01,Sousse,35.817223,10.567742,13.75,17.7,9.8,66,0.0,0.0,17.0,3,État Sain,Ne rien faire
2024-12-02,Sousse,35.817223,10.567742,14.85,19.0,10.7,68,0.0,0.0,17.9,3,État Sain,Ne rien faire
2024-12-03,Sousse,35.817223,10.567742,17.6,21.9,13.3,72,2.4,2.4,10.1,61,État Sain,Ne rien faire
2024-12-04,Sousse,35.817223,10.567742,16.0,20.3,11.7,74,4.5,4.5,18.9,63,État Sain,Ne rien faire
2024-12-05,Sousse,35.817223,10.567742,14.4,16.7,12.1,64,0.8,0.8,32.5,51,État Sain,Ne rien faire
2024-12-06,Sousse,35.817223,10.567742,16.05,19.1,13.0,59,0.0,0.0,27.0,3,État Sain,Ne rien faire
2024-12-07,Sousse,35.817223,10.567742,17.1,20.7,13.5,68,0.0,0.0,26.7,3,État Sain,Ne rien faire
2024-12-08,Sousse,35.817223,10.567742,14.85,18.1,11.6,55,0.0,0.0,26.9,3,État Sain,Ne rien faire
2024-12-09,Sousse,35.817223,10.567742,12.15,16.5,7.8,56,0.0,0.0,14.8,1,État Sain,Ne rien faire
2024-12-10,Sousse,35.817223,10.567742,11.45,16.8,6.1,56,0.0,0.0,12.5,0,État Sain,Ne rien faire
2024-12-11,Sousse,35.817223,10.567742,10.85,18.3,3.4,69,0.2,0.2,7.2,51,Stress Froid,Couvrir/Protéger
2024-12-12,Sousse,35.817223,10.567742,17.55,21.6,13.5,86,1.9,1.9,11.7,53,État Sain,Ne rien faire
2024-12-13,Sousse,35.817223,10.567742,16.45,19.8,13.1,90,0.0,0.0,10.0,3,État Sain,Ne rien faire
2024-12-14,Sousse,35.817223,10.567742,14.45,20.6,8.3,76,0.0,0.0,10.5,3,État Sain,Ne rien faire
2024-12-15,Sousse,35.817223,10.567742,14.05,17.2,10.9,70,0.0,0.0,18.8,3,État Sain,Ne rien faire
2024-12-16,Sousse,35.817223,10.567742,13.75,16.6,10.9,65,0.7,0.7,24.9,53,État Sain,Ne rien faire
2024-12-17,Sousse,35.817223,10.567742,13.7,17.1,10.3,72,0.0,0.0,16.2,3,État Sain,Ne rien faire
2024-12-18,Sousse,35.817223,10.567742,11.85,17.1,6.6,75,0.0,0.0,6.8,1,État Sain,Ne rien faire
2024-12-19,Sousse,35.817223,10.567742,12.5,18.5,6.5,65,0.0,0.0,14.1,3,État Sain,Ne rien faire
2024-12-20,Sousse,35.817223,10.567742,14.95,17.8,12.1,60,0.0,0.0,23.9,3,État Sain,Ne rien faire
2024-12-21,Sousse,35.817223,10.567742,12.6,16.2,9.0,58,0.0,0.0,24.7,3,État Sain,Ne rien faire
2024-12-22,Sousse,35.817223,10.567742,13.3,17.1,9.5,67,0.0,0.0,23.4,3,État Sain,Ne rien faire
2024-12-23,Sousse,35.817223,10.567742,11.6,13.7,9.5,57,0.3,0.3,27.2,51,État Sain,Ne rien faire
2024-12-24,Sousse,35.817223,10.567742,11.45,14.6,8.3,58,0.1,0.1,30.2,51,État Sain,Ne rien faire
2024-12-25,Sousse,35.817223,10.567742,10.7,13.2,8.2,64,2.0,2.0,29.9,55,État Sain,Ne rien faire
2024-12-26,Sousse,35.817223,10.567742,12.45,15.3,9.6,72,0.3,0.3,22.4,51,État Sain,Ne rien faire
2024-12-27,Sousse,35.817223,10.567742,11.45,14.0,8.9,85,4.7,4.7,18.0,61,État Sain,Ne rien faire
2024-12-28,Sousse,35.817223,10.567742,13.2,16.3,10.1,78,0.5,0.5,18.7,51,État Sain,Ne rien faire
2024-12-29,Sousse,35.817223,10.567742,12.95,16.7,9.2,79,0.0,0.0,13.4,2,État Sain,Ne rien faire
2024-12-30,Sousse,35.817223,10.567742,12.0,16.2,7.8,83,0.0,0.0,7.3,3,État Sain,Ne rien faire
2024-12-31,Sousse,35.817223,10.567742,12.0,16.0,8.0,88,0.9,0.9,11.3,53,État Sain,Ne rien faire
2025-01-01,Sousse,35.817223,10.567742,14.3,17.3,11.3,80,3.6,3.6,16.5,63,État Sain,Ne rien faire
2025-01-02,Sousse,35.817223,10.567742,13.2,14.8,11.6,90,32.3,32.3,17.2,63,Risque Fongique,Traitement Préventif
2025-01-03,Sousse,35.817223,10.567742,13.35,16.3,10.4,81,6.7,6.7,19.4,61,Risque Fongique,Traitement Préventif
2025-01-04,Sousse,35.817223,10.567742,13.9,18.2,9.6,74,0.0,0.0,18.1,3,Risque Fongique,Traitement Préventif
2025-01-05,Sousse,35.817223,10.567742,14.75,20.0,9.5,72,0.0,0.0,21.7,3,État Sain,Ne rien faire
2025-01-06,Sousse,35.817223,10.567742,15.2,18.9,11.5,58,0.0,0.0,24.3,3,État Sain,Ne rien faire
2025-01-07,Sousse,35.817223,10.567742,14.45,19.3,9.6,65,0.0,0.0,16.4,2,État Sain,Ne rien faire
2025-01-08,Sousse,35.817223,10.567742,13.6,17.9,9.3,67,0.0,0.0,13.0,0,État Sain,Ne rien faire
2025-01-09,Sousse,35.817223,10.567742,14.15,21.3,7.0,67,0.3,0.3,10.5,51,État Sain,Ne rien faire
2025-01-10,Sousse,35.817223,10.567742,15.15,20.3,10.0,71,0.0,0.0,15.8,1,État Sain,Ne rien faire
2025-01-11,Sousse,35.817223,10.567742,15.95,21.0,10.9,64,0.0,0.0,12.4,3,État Sain,Ne rien faire
2025-01-12,Sousse,35.817223,10.567742,13.05,16.1,10.0,69,0.7,0.7,27.7,53,État Sain,Ne rien faire
2025-01-13,Sousse,35.817223,10.567742,10.6,12.7,8.5,79,4.0,4.0,21.1,55,État Sain,Ne rien faire
2025-01-14,Sousse,35.817223,10.567742,10.25,11.9,8.6,81,6.6,6.6,25.2,61,Risque Fongique,Traitement Préventif
2025-01-15,Sousse,35.817223,10.567742,11.25,14.5,8.0,76,0.2,0.2,17.8,51,Risque Fongique,Traitement Préventif
2025-01-16,Sousse,35.817223,10.567742,10.15,15.1,5.2,74,2.3,2.3,12.6,61,État Sain,Ne rien faire
2025-01-17,Sousse,35.817223,10.567742,11.0,12.3,9.7,76,24.5,24.5,26.2,63,Risque Fongique,Traitement Préventif
2025-01-18,Sousse,35.817223,10.567742,11.85,14.9,8.8,63,1.2,1.2,26.0,53,Risque Fongique,Traitement Préventif
2025-01-19,Sousse,35.817223,10.567742,12.4,17.5,7.3,78,1.5,1.5,13.1,55,Risque Fongique,Traitement Préventif
2025-01-20,Sousse,35.817223,10.567742,12.4,17.6,7.2,77,0.0,0.0,9.5,3,État Sain,Ne rien faire
2025-01-21,Sousse,35.817223,10.567742,13.5,19.1,7.9,65,0.0,0.0,14.2,3,État Sain,Ne rien faire
2025-01-22,Sousse,35.817223,10.567742,15.35,22.0,8.7,62,0.0,0.0,14.8,3,État Sain,Ne rien faire
2025-01-23,Sousse,35.817223,10.567742,17.25,23.2,11.3,48,0.0,0.0,20.3,3,État Sain,Ne rien faire
2025-01-24,Sousse,35.817223,10.567742,15.75,21.3,10.2,65,0.0,0.0,10.5,0,État Sain,Ne rien faire
2025-01-25,Sousse,35.817223,10.567742,14.2,20.2,8.2,71,0.0,0.0,16.3,3,État Sain,Ne rien faire
2025-01-26,Sousse,35.817223,10.567742,16.5,21.8,11.2,64,0.6,0.6,16.7,51,État Sain,Ne rien faire
2025-01-27,Sousse,35.817223,10.567742,16.75,23.0,10.5,62,0.0,0.0,19.8,3,État Sain,Ne rien faire
2025-01-28,Sousse,35.817223,10.567742,18.5,24.0,13.0,60,0.0,0.0,20.2,3,État Sain,Ne rien faire
2025-01-29,Sousse,35.817223,10.567742,13.4,17.1,9.7,69,8.6,8.6,23.8,63,État Sain,Ne rien faire
2025-01-30,Sousse,35.817223,10.567742,13.7,20.0,7.4,59,0.0,0.0,16.4,3,État Sain,Ne rien faire
2025-01-31,Sousse,35.817223,10.567742,13.7,19.2,8.2,71,0.0,0.0,15.4,3,État Sain,Ne rien faire
2025-02-01,Sousse,35.817223,10.567742,14.2,17.6,10.8,90,3.5,3.5,19.7,61,État Sain,Ne rien faire
2025-02-02,Sousse,35.817223,10.567742,12.9,17.0,8.8,73,3.8,3.8,17.9,63,État Sain,Ne rien faire
2025-02-03,Sousse,35.817223,10.567742,11.85,17.0,6.7,75,1.9,1.9,14.1,55,État Sain,Ne rien faire
2025-02-04,Sousse,35.817223,10.567742,13.15,16.1,10.2,81,0.0,0.0,14.2,3,État Sain,Ne rien faire
2025-02-05,Sousse,35.817223,10.567742,12.8,15.5,10.1,81,0.5,0.5,14.9,51,État Sain,Ne rien faire
2025-02-06,Sousse,35.817223,10.567742,11.8,14.8,8.8,84,0.0,0.0,12.3,2,État Sain,Ne rien faire
